ticker,date,gap_pct,atr,candle_color,follow_through_level,ft_bar_idx,ft_minutes_from_open,entry_price,eod_close,eod_return,mae_pct,mfe_pct,mae_price,mfe_price,price_above_entry_after_ft,bounce_above_entry_before_lod,bounce_depth_before_lod,session_low_price,session_high_price,lod_minutes_from_open,hod_minutes_from_open,gap_abs
FAZ,2024-10-04,-0.031346,0.2336,NEUTRAL,7.7866,53,350.0,7.78,7.73,0.006427,0.002571,0.006427,7.8,7.73,False,False,-0.001285,7.73,8.01,385.0,75.0,0.031346
FAZ,2024-11-06,-0.156809,0.2918,NEUTRAL,6.0133,37,185.0,6.01,5.935,0.012479,0.009151,0.017471,6.065,5.905,True,True,0.009151,5.905,6.355,380.0,45.0,0.156809
FAZ,2024-12-24,-0.030912,0.2239,NEUTRAL,6.1804,6,55.0,6.17,6.1,0.011345,0.004862,0.011345,6.2,6.1,True,True,0.004862,6.1,6.27,175.0,0.0,0.030912
FAZ,2025-03-24,-0.02521,0.3493,BEARISH,5.6603,10,50.0,5.66,5.625,0.006184,0.012367,0.011484,5.73,5.595,True,True,0.012367,5.595,5.8,375.0,0.0,0.02521
FAZ,2026-02-06,-0.028331,1.7043,BEARISH,39.7883,0,0.0,39.67,39.375,0.007436,0.020166,0.010461,40.47,39.255,True,True,0.009705,39.255,40.47,380.0,0.0,0.028331
FAZ,2026-02-25,-0.023875,2.2743,BEARISH,45.2903,22,165.0,45.245,44.915,0.007294,0.0,0.009614,45.245,44.81,False,False,-0.000995,44.81,46.62,330.0,10.0,0.023875
FCG,2024-09-26,-0.025448,0.4079,NEUTRAL,23.1969,13,195.0,23.175,23.14,0.00151,0.0,0.00151,23.175,23.14,False,False,-0.00151,23.14,23.43,220.0,30.0,0.025448
FCG,2025-04-03,-0.068569,0.5282,BEARISH,23.2887,2,35.0,23.19,22.91,0.012074,0.004312,0.012074,23.29,22.91,True,True,0.004312,22.91,23.5,345.0,0.0,0.068569
FCG,2025-04-10,-0.046555,1.1932,NEUTRAL,20.0027,4,25.0,19.9,19.79,0.005528,0.009548,0.023618,20.09,19.43,True,True,0.009548,19.43,20.48,175.0,0.0,0.046555
FIG,2025-08-25,-0.036266,7.1979,BEARISH,71.6609,3,15.0,71.63,70.37,0.01759,0.037624,0.025129,74.325,69.83,True,True,0.037624,69.83,75.215,350.0,0.0,0.036266
FIG,2026-02-02,-0.022179,1.8536,NEUTRAL,24.6086,55,275.0,24.54,24.01,0.021597,0.001834,0.022412,24.585,23.99,True,True,0.000407,23.99,25.655,370.0,15.0,0.022179
FIG,2026-02-03,-0.031237,1.8232,BEARISH,22.5307,2,10.0,22.43,21.4,0.045921,0.007802,0.06576,22.605,20.955,True,True,0.003121,20.955,23.26,260.0,0.0,0.031237
FSLY,2024-02-15,-0.23237,1.7246,BEARISH,17.3801,1,5.0,17.32,16.33,0.057159,0.019053,0.060624,17.65,16.27,True,True,0.010681,16.27,18.405,205.0,0.0,0.23237
FSLY,2025-02-11,-0.020302,0.5589,NEUTRAL,10.1514,30,155.0,10.125,10.065,0.005926,0.008889,0.015309,10.215,9.97,True,True,0.008889,9.97,10.54,385.0,60.0,0.020302
FSLY,2025-03-06,-0.032143,0.4143,NEUTRAL,6.6093,45,235.0,6.595,6.5,0.014405,0.003791,0.025019,6.62,6.43,True,True,0.003791,6.43,6.82,375.0,35.0,0.032143
FSLY,2025-04-03,-0.056732,0.3368,BEARISH,6.1003,6,30.0,6.1,5.935,0.027049,0.005738,0.029508,6.135,5.92,False,False,-0.004098,5.92,6.235,80.0,0.0,0.056732
FSLY,2025-06-17,-0.029717,0.3439,BEARISH,6.8824,0,0.0,6.81,6.63,0.026432,0.030837,0.034508,7.02,6.575,True,True,0.007342,6.575,7.02,110.0,0.0,0.029717
FSLY,2025-08-01,-0.041973,0.2596,BEARISH,6.4011,3,15.0,6.4,6.37,0.004688,0.021094,0.015625,6.535,6.3,True,False,-0.001563,6.3,6.535,30.0,230.0,0.041973
FUBO,2025-06-13,-0.032353,0.2089,NEUTRAL,3.2064,57,315.0,3.2,3.17,0.009375,0.009375,0.0125,3.23,3.16,True,True,0.00625,3.16,3.325,360.0,10.0,0.032353
FUBO,2026-02-04,-0.036932,0.1779,BEARISH,1.6239,20,100.0,1.62,1.615,0.003086,0.012346,0.037037,1.64,1.56,True,False,0.0,1.56,1.715,205.0,45.0,0.036932
FUBO,2026-03-06,-0.020161,0.0646,NEUTRAL,1.1891,15,80.0,1.185,1.175,0.008439,0.008439,0.016878,1.195,1.165,True,True,0.008439,1.165,1.215,190.0,0.0,0.020161
GE,2024-10-22,-0.051531,3.9996,NEUTRAL,182.7351,1,5.0,182.515,176.59,0.032463,0.009314,0.036655,184.215,175.825,True,True,0.000192,175.825,184.625,75.0,0.0,0.051531
GE,2026-01-22,-0.037527,10.2286,BEARISH,302.5236,0,0.0,301.39,295.02,0.021135,0.026842,0.021534,309.48,294.9,True,True,0.016955,294.9,309.48,385.0,0.0,0.037527
GEMI,2025-10-30,-0.055324,1.2461,NEUTRAL,17.6016,12,100.0,17.57,17.5,0.003984,0.035857,0.009106,18.2,17.41,True,True,0.035857,17.41,18.245,320.0,0.0,0.055324
GEMI,2025-11-17,-0.029319,1.3454,NEUTRAL,11.7119,13,80.0,11.695,11.56,0.011543,0.021377,0.024797,11.945,11.405,True,True,0.021377,11.405,12.44,355.0,5.0,0.029319
GEMI,2025-12-01,-0.060688,1.0414,BEARISH,9.9534,6,60.0,9.92,9.89,0.003024,0.02369,0.013105,10.155,9.79,True,False,-0.005544,9.79,10.415,75.0,5.0,0.060688
GEMI,2025-12-12,-0.059587,1.1489,NEUTRAL,13.6654,25,125.0,13.51,13.175,0.024796,0.024056,0.030718,13.835,13.095,True,True,0.024056,13.095,14.94,360.0,25.0,0.059587
GEMI,2025-12-17,-0.030579,1.2793,NEUTRAL,11.2183,33,315.0,11.18,11.04,0.012522,0.003131,0.013417,11.215,11.03,True,True,0.003131,11.03,12.085,350.0,35.0,0.030579
GEMI,2026-01-07,-0.027096,0.7157,NEUTRAL,11.2037,1,5.0,11.2,11.0,0.017857,0.025,0.017857,11.48,11.0,True,True,0.025,11.0,11.49,385.0,0.0,0.027096
GEMI,2026-01-29,-0.036224,0.6196,BEARISH,8.5321,6,40.0,8.53,8.27,0.030481,0.005275,0.054513,8.575,8.065,False,False,-0.001172,8.065,8.78,350.0,0.0,0.036224
GEMI,2026-02-17,-0.077586,0.7425,BEARISH,6.658,8,40.0,6.64,6.605,0.005271,0.003012,0.048946,6.66,6.315,False,False,-0.002259,6.315,6.96,175.0,0.0,0.077586
GILD,2024-01-22,-0.077337,2.2289,BEARISH,79.6384,0,0.0,79.295,78.44,0.010783,0.018223,0.023835,80.74,77.405,True,True,0.004036,77.405,80.74,320.0,0.0,0.077337
GLD,2024-06-07,-0.020053,2.9386,BEARISH,213.8446,4,20.0,213.555,211.595,0.009178,0.005221,0.009178,214.67,211.595,True,True,0.005221,211.595,215.02,385.0,0.0,0.020053
GLD,2025-12-29,-0.031776,6.5936,NEUTRAL,400.7926,6,30.0,399.1,398.58,0.001303,0.004385,0.008469,400.85,395.72,True,True,0.001002,395.72,403.43,50.0,0.0,0.031776
GM,2024-08-02,-0.022381,1.5507,BEARISH,41.7497,13,65.0,41.69,41.16,0.012713,0.003718,0.016911,41.845,40.985,True,True,0.002039,40.985,42.38,380.0,0.0,0.022381
GM,2024-11-26,-0.041244,1.9671,BEARISH,56.8631,1,5.0,56.105,54.78,0.023616,0.020676,0.024508,57.265,54.73,True,True,0.011229,54.73,58.26,385.0,0.0,0.041244
GM,2025-04-03,-0.024406,1.78,NEUTRAL,46.058,56,280.0,46.035,45.92,0.002498,0.005865,0.004127,46.305,45.845,True,True,0.005865,45.845,47.76,345.0,10.0,0.024406
GM,2025-07-22,-0.036714,1.2518,NEUTRAL,50.7943,1,5.0,50.1,48.88,0.024351,0.01507,0.024551,50.855,48.87,True,True,0.003593,48.87,51.94,385.0,0.0,0.036714
GME,2025-03-27,-0.088619,1.6286,NEUTRAL,25.2136,1,5.0,24.94,22.085,0.114475,0.032879,0.151363,25.76,21.165,True,True,0.008621,21.165,26.27,250.0,0.0,0.088619
GME,2025-06-12,-0.172571,2.1318,BEARISH,22.7373,22,110.0,22.675,22.14,0.023594,0.012128,0.050055,22.95,21.54,True,True,0.011687,21.54,24.3,265.0,15.0,0.172571
GOLD,2024-05-15,-0.031878,2.0661,BEARISH,37.7436,3,15.0,37.69,37.25,0.011674,0.001592,0.014593,37.75,37.14,True,True,0.001592,37.14,38.655,90.0,5.0,0.031878
GOLD,2024-08-01,-0.034702,1.1104,NEUTRAL,36.6909,2,50.0,36.66,36.52,0.003819,0.0,0.018276,36.66,35.99,False,False,-0.005319,35.99,37.135,260.0,0.0,0.034702
GOLD,2025-05-08,-0.091099,0.9436,BEARISH,21.3226,0,0.0,21.245,20.67,0.027065,0.08049,0.068487,22.955,19.79,True,True,0.08049,19.79,22.955,330.0,5.0,0.091099
GOLD,2025-10-21,-0.021549,1.3111,NEUTRAL,27.4006,14,190.0,27.4,27.135,0.009672,0.0,0.028467,27.4,26.62,False,False,-0.004015,26.62,27.925,340.0,0.0,0.021549
GOOGL,2024-01-31,-0.050976,3.3443,NEUTRAL,142.2923,1,5.0,142.17,140.01,0.015193,0.010269,0.016143,143.63,139.875,True,True,0.005733,139.875,143.89,380.0,0.0,0.050976
GS,2025-04-03,-0.067527,19.5743,NEUTRAL,517.3903,6,30.0,516.99,510.56,0.012437,0.018047,0.014169,526.32,509.665,True,True,0.018047,509.665,529.155,375.0,0.0,0.067527
GS,2025-04-04,-0.045861,22.0039,NEUTRAL,478.3434,6,30.0,476.6,470.39,0.01303,0.011876,0.03418,482.26,460.31,True,False,-0.001951,460.31,491.025,80.0,0.0,0.045861
GS,2026-01-23,-0.021403,25.4618,BEARISH,923.6953,38,190.0,923.03,919.13,0.004225,0.001918,0.006192,924.8,917.315,True,True,0.000401,917.315,936.24,250.0,0.0,0.021403
HAL,2024-10-15,-0.028441,0.8836,BEARISH,29.3666,71,355.0,29.35,29.25,0.003407,0.000511,0.005622,29.365,29.185,True,True,0.00017,29.185,29.82,385.0,0.0,0.028441
HIMS,2024-07-17,-0.023361,1.2618,NEUTRAL,22.0703,24,130.0,22.03,22.0,0.001362,0.016341,0.009532,22.39,21.82,True,False,-0.001362,21.82,23.3,160.0,20.0,0.023361
HIMS,2024-10-30,-0.029716,1.6536,NEUTRAL,20.8886,6,30.0,20.09,19.06,0.051269,0.059731,0.072175,21.29,18.64,True,True,0.059731,18.64,21.805,245.0,0.0,0.029716
HIMS,2025-02-21,-0.19398,6.7596,BEARISH,50.8561,0,0.0,50.08,49.25,0.016573,0.145567,0.020567,57.37,49.05,True,True,0.145567,49.05,57.37,385.0,45.0,0.19398
HIMS,2025-06-23,-0.25035,6.0964,BEARISH,45.7264,0,0.0,45.285,41.975,0.073093,0.064591,0.073093,48.21,41.975,True,True,0.059954,41.975,48.21,385.0,0.0,0.25035
HIMS,2025-10-17,-0.037597,4.7186,BEARISH,55.0676,2,10.0,54.58,49.78,0.087944,0.014841,0.089868,55.39,49.675,True,True,0.001649,49.675,57.32,385.0,0.0,0.037597
HIMS,2026-02-27,-0.022436,1.6414,BEARISH,14.5934,74,370.0,14.59,14.51,0.005483,0.004112,0.007539,14.65,14.48,True,True,0.001714,14.48,15.265,385.0,75.0,0.022436
HON,2024-10-24,-0.026382,3.8832,BEARISH,212.8667,0,0.0,212.74,209.13,0.016969,0.015394,0.018003,216.015,208.91,False,False,-0.000329,208.91,216.015,325.0,0.0,0.026382
HON,2025-02-06,-0.031882,4.7789,BEARISH,213.2284,0,0.0,213.04,209.82,0.015115,0.009998,0.032107,215.17,206.2,True,True,0.004084,206.2,215.17,75.0,0.0,0.031882
HOOD,2024-10-31,-0.079554,1.1868,BEARISH,25.5003,0,0.0,25.1,23.47,0.06494,0.052191,0.071713,26.41,23.3,True,True,0.00996,23.3,26.41,330.0,0.0,0.079554
HOOD,2025-11-04,-0.049011,7.6971,BEARISH,136.8211,77,385.0,136.72,136.63,0.000658,0.004315,0.000658,137.31,136.63,False,False,-0.000658,136.63,144.32,390.0,55.0,0.049011
HOOD,2025-11-13,-0.022341,8.7625,BEARISH,126.465,2,10.0,126.39,121.505,0.03865,0.01345,0.054356,128.09,119.52,True,True,0.01345,119.52,130.04,250.0,0.0,0.022341
IBB,2025-04-10,-0.020226,5.0179,NEUTRAL,114.2529,2,10.0,113.98,113.06,0.008072,0.00851,0.037287,114.95,109.73,True,True,0.00851,109.73,116.475,170.0,0.0,0.020226
IBKR,2025-01-27,-0.025372,7.5493,BEARISH,210.3653,2,10.0,208.0,203.97,0.019375,0.008678,0.031971,209.805,201.35,True,True,0.008678,201.35,213.5,270.0,0.0,0.025372
IBKR,2025-04-04,-0.050226,8.2393,BEARISH,148.1743,7,35.0,146.855,146.15,0.004801,0.012359,0.03592,148.67,141.58,True,False,-0.000987,141.58,152.09,80.0,0.0,0.050226
ICLN,2024-07-15,-0.028492,0.2657,BEARISH,13.8737,14,70.0,13.87,13.82,0.003605,0.003965,0.005768,13.925,13.79,True,True,0.003965,13.79,13.99,255.0,0.0,0.028492
ICLN,2025-04-04,-0.030796,0.1882,BEARISH,11.2547,1,5.0,11.25,11.08,0.015111,0.000889,0.02,11.26,11.025,True,True,0.000889,11.025,11.33,315.0,0.0,0.030796
IGV,2025-11-04,-0.024708,2.0554,NEUTRAL,112.0679,43,215.0,112.04,112.03,8.9e-05,0.001696,0.003749,112.23,111.62,True,True,0.00116,111.62,113.9,250.0,30.0,0.024708
INDL,2025-05-08,-0.037946,1.3243,BEARISH,56.1353,1,10.0,56.08,54.94,0.020328,0.006509,0.027461,56.445,54.54,True,True,0.006509,54.54,56.665,300.0,0.0,0.037946
INTC,2026-01-23,-0.138782,3.5643,NEUTRAL,45.3643,28,140.0,45.315,45.065,0.005517,0.006289,0.018978,45.6,44.455,True,True,0.004745,44.455,48.125,335.0,0.0,0.138782
IONQ,2024-03-05,-0.020317,0.6304,NEUTRAL,9.6329,8,40.0,9.63,9.36,0.028037,0.002077,0.048806,9.65,9.16,False,False,-0.001038,9.16,9.995,325.0,0.0,0.020317
IONQ,2024-04-02,-0.036537,0.4486,NEUTRAL,9.4456,2,10.0,9.44,9.37,0.007415,0.011653,0.018008,9.55,9.27,True,True,0.011653,9.27,9.72,245.0,0.0,0.036537
IONQ,2024-06-11,-0.024272,0.36,NEUTRAL,7.896,8,50.0,7.89,7.855,0.004436,0.006337,0.008872,7.94,7.82,True,True,0.002535,7.82,8.04,175.0,0.0,0.024272
IONQ,2024-07-19,-0.046229,0.5329,BEARISH,7.6269,34,175.0,7.59,7.425,0.021739,0.00527,0.027668,7.63,7.38,True,True,0.001976,7.38,7.95,310.0,10.0,0.046229
IONQ,2024-10-29,-0.022753,1.4018,NEUTRAL,16.8343,4,20.0,16.77,16.74,0.001789,0.031902,0.060823,17.305,15.75,True,True,0.001789,15.75,17.78,60.0,0.0,0.022753
IONQ,2025-02-18,-0.03175,3.4257,BEARISH,34.9197,7,35.0,34.775,33.93,0.024299,0.019267,0.055787,35.445,32.835,True,True,0.019267,32.835,36.305,290.0,0.0,0.03175
IONQ,2025-02-27,-0.06015,3.2511,NEUTRAL,26.8246,3,15.0,26.625,24.89,0.065164,0.041878,0.082817,27.74,24.42,True,True,0.000188,24.42,28.91,30.0,5.0,0.06015
IONQ,2026-02-05,-0.039451,4.1875,BEARISH,32.29,8,40.0,31.81,30.26,0.048727,0.023577,0.057215,32.56,29.99,True,True,0.020748,29.99,34.37,365.0,15.0,0.039451
IREN,2024-03-22,-0.043401,0.4996,BEARISH,5.2001,3,15.0,5.155,5.04,0.022308,0.019399,0.027158,5.255,5.015,True,True,0.019399,5.015,5.4,90.0,0.0,0.043401
IREN,2024-10-23,-0.024758,0.6714,BEARISH,8.7914,21,105.0,8.77,8.68,0.010262,0.006842,0.039909,8.83,8.42,True,True,0.00114,8.42,9.13,220.0,15.0,0.024758
IREN,2025-01-27,-0.12547,1.2896,BEARISH,11.1241,0,0.0,11.1,10.09,0.090991,0.04955,0.127477,11.65,9.685,True,True,0.022072,9.685,11.65,265.0,0.0,0.12547
IREN,2025-09-26,-0.057038,3.8539,BEARISH,42.1034,3,15.0,41.98,41.87,0.00262,0.022273,0.054312,42.915,39.7,True,True,0.022273,39.7,44.03,105.0,0.0,0.057038
IREN,2025-10-22,-0.024731,7.53,NEUTRAL,50.818,22,110.0,50.8,50.59,0.004134,0.008268,0.050394,51.22,48.24,True,True,0.008268,48.24,57.87,250.0,25.0,0.024731
IREN,2026-01-30,-0.024297,5.6282,NEUTRAL,56.1787,5,25.0,56.07,53.78,0.040842,0.023631,0.067148,57.395,52.305,True,True,0.01516,52.305,58.43,360.0,0.0,0.024297
IREN,2026-02-04,-0.037854,6.3293,BEARISH,49.8283,0,0.0,49.5,44.925,0.092424,0.057778,0.112525,52.36,43.93,True,True,0.025657,43.93,52.36,290.0,0.0,0.037854
ITA,2025-04-03,-0.029201,2.9682,NEUTRAL,149.0827,15,75.0,149.055,147.71,0.009024,0.010734,0.009024,150.655,147.71,True,True,0.010734,147.71,152.4,385.0,10.0,0.029201
ITA,2025-04-04,-0.029246,3.6646,BEARISH,141.9241,1,5.0,141.75,135.28,0.045644,0.00642,0.047196,142.66,135.06,True,True,0.001446,135.06,143.39,385.0,0.0,0.029246
ITB,2024-04-10,-0.036414,2.2518,NEUTRAL,106.7993,42,290.0,106.63,106.54,0.000844,0.003282,0.00272,106.98,106.34,True,True,0.001501,106.34,108.27,330.0,65.0,0.036414
IWC,2024-08-01,-0.020997,2.5254,NEUTRAL,124.6449,1,50.0,123.61,122.745,0.006998,0.0,0.008737,123.61,122.53,False,False,-8.1e-05,122.53,125.655,265.0,0.0,0.020997
JD,2024-02-08,-0.021258,1.0129,BEARISH,22.1549,2,10.0,22.105,22.045,0.002714,0.012214,0.003845,22.375,22.02,True,True,0.012214,22.02,22.56,385.0,0.0,0.021258
JD,2024-02-20,-0.020855,0.9675,BEARISH,23.323,4,20.0,23.29,23.22,0.003006,0.003006,0.009875,23.36,23.06,False,False,-0.000429,23.06,23.745,60.0,0.0,0.020855
JD,2024-02-28,-0.029894,0.8436,BEARISH,23.0276,22,110.0,23.025,22.79,0.010206,0.00456,0.010858,23.13,22.775,True,True,0.00456,22.775,23.37,385.0,0.0,0.029894
JD,2024-10-15,-0.058677,2.9846,NEUTRAL,40.3561,34,170.0,40.275,40.175,0.002483,0.009932,0.006456,40.675,40.015,True,True,0.009932,40.015,41.98,365.0,0.0,0.058677
JD,2025-02-18,-0.029348,1.8746,BEARISH,39.4351,1,5.0,39.43,38.9,0.013442,0.008116,0.016865,39.75,38.765,True,True,0.006594,38.765,40.195,375.0,0.0,0.029348
JD,2025-02-24,-0.040537,2.0846,BEARISH,39.8761,1,5.0,39.85,39.29,0.014053,0.011041,0.025596,40.29,38.83,True,True,0.003262,38.83,40.975,20.0,0.0,0.040537
JETS,2024-08-02,-0.020352,0.5307,BEARISH,17.5977,0,0.0,17.585,17.41,0.009952,0.012795,0.012511,17.81,17.365,True,True,0.012226,17.365,17.81,380.0,0.0,0.020352
JPM,2024-04-12,-0.034324,3.405,NEUTRAL,187.138,4,20.0,185.78,182.89,0.015556,0.008505,0.017413,187.36,182.545,True,True,0.006567,182.545,188.89,385.0,5.0,0.034324
KORU,2024-09-03,-0.042802,0.2882,NEUTRAL,7.2647,3,30.0,7.25,6.93,0.044138,0.0,0.044138,7.25,6.93,False,False,-0.006897,6.93,7.38,380.0,0.0,0.042802
KORU,2024-09-06,-0.02583,0.3229,NEUTRAL,6.4709,4,115.0,6.16,6.045,0.018669,0.0,0.029221,6.16,5.98,False,False,-0.010552,5.98,6.6,195.0,0.0,0.02583
KORU,2024-11-08,-0.046087,0.2607,BEARISH,5.3807,11,70.0,5.38,5.32,0.011152,0.0,0.022305,5.38,5.26,False,False,0.0,5.26,5.485,160.0,0.0,0.046087
KORU,2025-01-31,-0.034803,0.1782,NEUTRAL,4.0887,29,275.0,4.07,4.02,0.012285,0.0,0.014742,4.07,4.01,False,False,-0.004914,4.01,4.22,350.0,180.0,0.034803
KORU,2025-07-07,-0.075215,4.3561,NEUTRAL,75.7176,8,170.0,75.53,74.95,0.007679,0.004766,0.01602,75.89,74.32,False,False,-0.005561,74.32,78.03,205.0,90.0,0.075215
KRE,2024-01-31,-0.046419,1.305,NEUTRAL,49.808,75,375.0,49.79,49.68,0.002209,0.002209,0.003716,49.9,49.605,True,True,0.001305,49.605,51.53,380.0,310.0,0.046419
KTOS,2025-02-14,-0.026085,1.3868,BEARISH,27.2603,12,60.0,27.26,27.16,0.003668,0.007704,0.012839,27.47,26.91,True,True,0.007704,26.91,27.96,360.0,20.0,0.026085
KTOS,2025-11-05,-0.108107,5.5332,NEUTRAL,78.4317,2,10.0,77.98,77.39,0.007566,0.031547,0.026417,80.44,75.92,True,True,0.00218,75.92,81.805,30.0,0.0,0.108107
KWEB,2024-07-15,-0.024466,0.5975,BEARISH,27.871,16,80.0,27.87,27.85,0.000718,0.005562,0.001794,28.025,27.82,True,True,0.005562,27.82,28.155,375.0,0.0,0.024466
KWEB,2024-10-15,-0.036396,2.0275,BEARISH,32.019,29,145.0,31.96,31.86,0.003129,0.006258,0.00485,32.16,31.805,True,True,0.006258,31.805,32.96,365.0,0.0,0.036396
KWEB,2025-02-24,-0.032606,1.28,BEARISH,34.943,1,5.0,34.74,34.34,0.011514,0.008348,0.017271,35.03,34.14,True,True,0.00331,34.14,35.48,35.0,0.0,0.032606
LEN,2024-03-14,-0.022173,3.9729,NEUTRAL,160.2609,5,25.0,160.11,152.905,0.045,0.003997,0.048904,160.75,152.28,False,False,-0.00406,152.28,164.46,365.0,0.0,0.022173
LEN,2024-09-20,-0.031385,4.8336,BEARISH,184.4766,0,0.0,183.85,182.38,0.007996,0.013924,0.013897,186.41,181.295,True,True,0.008104,181.295,186.41,380.0,0.0,0.031385
LEN,2024-10-22,-0.020706,4.4646,NEUTRAL,175.0941,2,10.0,174.66,173.62,0.005954,0.010306,0.006584,176.46,173.51,True,True,0.010306,173.51,176.92,385.0,0.0,0.020706
LEN,2025-01-21,-0.038915,3.9493,NEUTRAL,134.5003,26,130.0,134.41,133.13,0.009523,0.003794,0.014247,134.92,132.495,True,False,-0.00067,132.495,139.12,145.0,15.0,0.038915
LEN,2025-09-22,-0.021956,4.5793,BEARISH,122.6733,1,5.0,122.17,121.91,0.002128,0.012974,0.008185,123.755,121.17,True,True,0.001801,121.17,124.75,20.0,0.0,0.021956
LI,2024-03-04,-0.066376,2.4486,BEARISH,39.6706,1,5.0,38.41,37.59,0.021349,0.035928,0.025514,39.79,37.43,True,False,-0.001822,37.43,40.65,10.0,0.0,0.066376
LI,2024-10-31,-0.084599,1.5154,BEARISH,25.9039,0,0.0,25.62,25.005,0.024005,0.037471,0.028103,26.58,24.9,True,True,0.012881,24.9,26.58,315.0,0.0,0.084599
LI,2025-01-22,-0.026283,0.8621,BEARISH,22.8101,12,60.0,22.8,22.625,0.007675,0.005263,0.008772,22.92,22.6,True,True,0.005263,22.6,23.155,385.0,0.0,0.026283
LI,2025-03-03,-0.076122,1.8507,BEARISH,27.6597,8,40.0,27.655,27.37,0.010306,0.009944,0.023323,27.93,27.01,True,True,0.009944,27.01,28.48,355.0,0.0,0.076122
LI,2025-06-17,-0.020926,0.9446,BEARISH,27.2271,25,125.0,27.22,26.94,0.010287,0.000735,0.015614,27.24,26.795,True,True,0.000184,26.795,27.605,210.0,0.0,0.020926
LI,2025-10-03,-0.020519,0.9493,NEUTRAL,24.9203,3,15.0,24.87,24.805,0.002614,0.00965,0.015682,25.11,24.48,True,True,0.003217,24.48,25.3,100.0,0.0,0.020519
LLY,2025-04-04,-0.027359,26.0096,BEARISH,757.1461,2,10.0,755.69,738.6,0.022615,0.006656,0.027604,760.72,734.83,True,True,0.006656,734.83,768.0,310.0,0.0,0.027359
LLY,2025-08-07,-0.094442,27.9214,BEARISH,664.5314,0,0.0,661.155,640.46,0.031301,0.023156,0.042282,676.465,633.2,True,True,0.002775,633.2,676.465,95.0,0.0,0.094442
LULU,2024-01-31,-0.025819,10.3175,NEUTRAL,464.873,2,10.0,461.415,453.82,0.01646,0.012538,0.021423,467.2,451.53,True,True,0.012538,451.53,472.57,380.0,0.0,0.025819
LULU,2024-03-22,-0.12947,14.8268,BEARISH,410.8793,0,0.0,408.715,403.14,0.01364,0.01983,0.052225,416.82,387.37,True,True,0.00619,387.37,416.82,85.0,0.0,0.12947
LULU,2024-07-25,-0.040201,8.8971,BEARISH,257.5161,1,5.0,254.45,247.19,0.028532,0.019021,0.034545,259.29,245.66,True,True,0.019021,245.66,261.37,245.0,0.0,0.040201
LULU,2024-08-02,-0.032641,9.7896,BEARISH,236.8791,23,115.0,236.765,235.99,0.003273,0.006906,0.008342,238.4,234.79,True,True,0.006906,234.79,241.61,275.0,0.0,0.032641
LULU,2025-03-28,-0.120319,14.4164,NEUTRAL,294.4334,6,30.0,294.27,293.11,0.003942,0.010365,0.022513,297.32,287.645,True,True,0.001461,287.645,302.605,55.0,5.0,0.120319
LULU,2025-06-06,-0.179205,12.7725,NEUTRAL,266.016,6,30.0,265.615,265.13,0.001826,0.011125,0.012744,268.57,262.23,True,True,0.003144,262.23,275.47,205.0,5.0,0.179205
LUNR,2024-02-26,-0.20042,2.1139,BEARISH,6.7744,3,15.0,6.74,6.25,0.0727,0.089021,0.118694,7.34,5.94,True,True,0.089021,5.94,7.62,170.0,0.0,0.20042
LUNR,2024-05-15,-0.02807,0.3161,BEARISH,5.4136,1,5.0,5.38,5.2,0.033457,0.022305,0.039033,5.5,5.17,True,True,0.022305,5.17,5.54,340.0,0.0,0.02807
LUNR,2024-06-11,-0.034169,0.2089,NEUTRAL,4.1564,27,235.0,4.15,4.14,0.00241,0.03012,0.003614,4.275,4.135,True,False,-0.001205,4.135,4.275,250.0,305.0,0.034169
LUNR,2024-07-17,-0.026667,0.3175,BEARISH,4.253,13,150.0,4.25,4.205,0.010588,0.004706,0.029412,4.27,4.125,True,False,-0.016471,4.125,4.43,230.0,5.0,0.026667
LUNR,2024-08-27,-0.026565,0.5518,NEUTRAL,4.9093,21,120.0,4.9,4.875,0.005102,0.016327,0.008163,4.98,4.86,True,True,0.006122,4.86,5.17,190.0,0.0,0.026565
LUNR,2024-09-23,-0.025669,0.9375,BEARISH,8.545,7,35.0,8.37,8.15,0.026284,0.02509,0.035842,8.58,8.07,True,True,0.014337,8.07,8.99,60.0,0.0,0.025669
LUNR,2025-02-05,-0.023633,2.1746,BEARISH,20.2001,7,35.0,20.07,19.61,0.02292,0.025411,0.034878,20.58,19.37,True,True,0.025411,19.37,21.07,105.0,0.0,0.023633
LUNR,2025-02-25,-0.044196,1.9489,NEUTRAL,15.4404,4,20.0,15.44,15.4,0.002591,0.026554,0.060881,15.85,14.5,True,True,0.005181,14.5,16.44,50.0,0.0,0.044196
LUNR,2025-03-06,-0.028359,2.1496,BEARISH,12.8451,36,180.0,11.72,11.3,0.035836,0.158703,0.125,13.58,10.255,True,True,0.141638,10.255,14.07,330.0,75.0,0.028359
LUNR,2025-06-17,-0.027624,0.6875,NEUTRAL,10.285,2,10.0,10.24,10.22,0.001953,0.022461,0.017578,10.47,10.06,True,True,0.022461,10.06,10.61,295.0,0.0,0.027624
LUNR,2025-10-22,-0.029968,1.28,BEARISH,11.788,10,50.0,11.735,11.345,0.033234,0.014913,0.077546,11.91,10.825,True,True,0.000426,10.825,12.3,265.0,0.0,0.029968
