ticker,session_date,direction,atr14_prev,session_open,trigger_bar_exact,trigger_timing_bucket,trigger_magnitude_atr,trigger_magnitude_bucket,trigger_time,cloud_touch_any,touch_ema10,cloud_entry,touch_ema21,cloud_contact_time,directional_breach,directional_breach_time,cloud_flip,cloud_flip_time,new_extreme_after_breach,min_breach_to_new_extreme,new_extreme_after_flip,min_flip_to_new_extreme
AA,2025-06-03,short,1.0500000000000005,26.505,1,first_30m,0.528571428571428,0.50-0.70,2025-06-03 08:30:00-05:00,True,True,True,True,2025-06-03 08:35:00-05:00,True,2025-06-03 08:35:00-05:00,True,2025-06-03 08:35:00-05:00,False,,False,
AA,2025-06-04,short,1.003214285714286,27.87,8,second_30m,0.5183339266642928,0.50-0.70,2025-06-04 09:05:00-05:00,True,True,True,True,2025-06-04 09:15:00-05:00,True,2025-06-04 09:20:00-05:00,False,,True,75.0,False,
AA,2025-06-10,long,0.9307142857142858,28.835,11,second_30m,0.6124328472755183,0.50-0.70,2025-06-10 09:20:00-05:00,True,True,True,True,2025-06-10 09:50:00-05:00,True,2025-06-10 09:55:00-05:00,True,2025-06-10 10:20:00-05:00,False,,False,
AA,2025-06-11,long,0.9482142857142859,29.39,9,second_30m,0.5589453860640312,0.50-0.70,2025-06-11 09:10:00-05:00,True,True,True,True,2025-06-11 09:35:00-05:00,True,2025-06-11 09:35:00-05:00,True,2025-06-11 09:55:00-05:00,False,,False,
AA,2025-06-12,long,0.9553571428571429,28.1,7,second_30m,0.5285981308411204,0.50-0.70,2025-06-12 09:00:00-05:00,True,True,True,True,2025-06-12 09:50:00-05:00,False,,False,,False,,False,
AA,2025-06-24,short,0.8696428571428572,28.84,6,first_30m,0.6669404517453779,0.50-0.70,2025-06-24 08:55:00-05:00,True,True,True,True,2025-06-24 09:05:00-05:00,True,2025-06-24 09:10:00-05:00,True,2025-06-24 09:25:00-05:00,False,,False,
AA,2025-06-25,short,0.8871428571428572,28.82,5,first_30m,0.5579710144927547,0.50-0.70,2025-06-25 08:50:00-05:00,False,False,False,False,,False,,False,,False,,False,
AA,2025-06-26,long,0.9650000000000004,28.665,1,first_30m,0.6891191709844547,0.50-0.70,2025-06-26 08:30:00-05:00,True,True,True,True,2025-06-26 08:40:00-05:00,True,2025-06-26 08:40:00-05:00,True,2025-06-26 08:35:00-05:00,True,5.0,True,10.0
AA,2025-07-02,long,1.0964285714285718,30.835,3,first_30m,0.6065146579804551,0.50-0.70,2025-07-02 08:40:00-05:00,True,True,True,True,2025-07-02 09:05:00-05:00,False,,False,,False,,False,
AA,2025-07-14,short,1.3007142857142864,30.55,1,first_30m,0.5151015925315771,0.50-0.70,2025-07-14 08:30:00-05:00,True,True,True,True,2025-07-14 08:35:00-05:00,True,2025-07-14 08:35:00-05:00,True,2025-07-14 08:35:00-05:00,True,10.0,True,10.0
AA,2025-07-15,short,1.3525000000000007,30.06,6,first_30m,0.5693160813308682,0.50-0.70,2025-07-15 08:55:00-05:00,False,False,False,False,,False,,False,,False,,False,
AA,2025-07-17,long,1.326071428571429,29.12,1,first_30m,0.7126312954484244,0.70-1.00,2025-07-17 08:30:00-05:00,True,True,True,True,2025-07-17 08:45:00-05:00,True,2025-07-17 09:30:00-05:00,False,,False,,False,
AA,2025-07-22,long,1.2800000000000005,31.29,3,first_30m,0.5351562500000016,0.50-0.70,2025-07-22 08:40:00-05:00,True,True,True,True,2025-07-22 08:45:00-05:00,True,2025-07-22 08:45:00-05:00,True,2025-07-22 08:50:00-05:00,False,,False,
AA,2025-07-23,short,1.2271428571428573,32.305,5,first_30m,0.5052386495925503,0.50-0.70,2025-07-23 08:50:00-05:00,True,True,True,True,2025-07-23 09:00:00-05:00,True,2025-07-23 09:00:00-05:00,False,,True,30.0,False,
AA,2025-07-28,short,1.2200000000000004,30.82,12,second_30m,0.5163934426229498,0.50-0.70,2025-07-28 09:25:00-05:00,True,True,True,True,2025-07-28 09:30:00-05:00,True,2025-07-28 09:30:00-05:00,True,2025-07-28 09:50:00-05:00,False,,False,
AA,2025-07-31,long,1.1817857142857144,29.73,6,first_30m,0.5754004230885461,0.50-0.70,2025-07-31 08:55:00-05:00,True,True,True,True,2025-07-31 09:45:00-05:00,True,2025-07-31 09:55:00-05:00,False,,False,,False,
AA,2025-08-04,long,1.1264285714285713,28.55,8,second_30m,0.5415345592897903,0.50-0.70,2025-08-04 09:05:00-05:00,True,True,True,True,2025-08-04 09:30:00-05:00,False,,False,,False,,False,
AA,2025-08-11,short,1.0517857142857145,30.255,8,second_30m,0.5086587436332768,0.50-0.70,2025-08-11 09:05:00-05:00,False,False,False,False,,False,,False,,False,,False,
AA,2025-08-12,long,1.158571428571429,29.71,1,first_30m,0.5351418002466067,0.50-0.70,2025-08-12 08:30:00-05:00,True,True,True,True,2025-08-12 08:35:00-05:00,False,,False,,False,,False,
AA,2025-08-18,short,1.1425,30.6,10,second_30m,0.5339168490153199,0.50-0.70,2025-08-18 09:15:00-05:00,True,True,True,False,2025-08-18 09:35:00-05:00,True,2025-08-18 09:50:00-05:00,False,,True,20.0,False,
AA,2025-08-26,long,1.1003571428571421,31.63,9,second_30m,0.5543654657578739,0.50-0.70,2025-08-26 09:10:00-05:00,True,True,True,False,2025-08-26 09:40:00-05:00,False,,False,,False,,False,
AA,2025-09-02,short,1.0335714285714281,30.92,1,first_30m,0.5901865929509361,0.50-0.70,2025-09-02 08:30:00-05:00,True,True,True,True,2025-09-02 08:35:00-05:00,True,2025-09-02 08:40:00-05:00,True,2025-09-02 09:05:00-05:00,True,65.0,True,40.0
AA,2025-09-03,long,1.0810714285714282,30.39,2,first_30m,0.7030062768417559,0.70-1.00,2025-09-03 08:35:00-05:00,True,True,True,True,2025-09-03 08:45:00-05:00,True,2025-09-03 09:05:00-05:00,True,2025-09-03 09:15:00-05:00,True,190.0,True,180.0
AA,2025-09-08,short,1.0410714285714282,31.99,3,first_30m,0.5955403087478537,0.50-0.70,2025-09-08 08:40:00-05:00,True,True,True,True,2025-09-08 09:30:00-05:00,True,2025-09-08 09:30:00-05:00,False,,False,,False,
AA,2025-09-09,long,1.1196428571428567,32.2,1,first_30m,0.5894736842105235,0.50-0.70,2025-09-09 08:30:00-05:00,True,True,True,True,2025-09-09 08:35:00-05:00,True,2025-09-09 08:35:00-05:00,True,2025-09-09 08:35:00-05:00,True,25.0,True,25.0
AA,2025-09-10,long,1.1664285714285711,31.135,1,first_30m,0.5272504592774023,0.50-0.70,2025-09-10 08:30:00-05:00,True,True,True,True,2025-09-10 08:35:00-05:00,True,2025-09-10 08:35:00-05:00,True,2025-09-10 08:35:00-05:00,True,5.0,True,5.0
AA,2025-09-11,long,1.2324999999999997,30.94,3,first_30m,0.5273833671399584,0.50-0.70,2025-09-11 08:40:00-05:00,False,False,False,False,,False,,False,,False,,False,
AA,2025-09-17,long,1.2103571428571434,33.09,10,second_30m,0.5039834759516074,0.50-0.70,2025-09-17 09:15:00-05:00,True,True,True,True,2025-09-17 09:25:00-05:00,True,2025-09-17 09:35:00-05:00,True,2025-09-17 10:05:00-05:00,True,205.0,True,175.0
AA,2025-09-30,short,1.1760714285714289,33.465,1,first_30m,0.5314303067112055,0.50-0.70,2025-09-30 08:30:00-05:00,True,True,True,True,2025-09-30 08:35:00-05:00,False,,False,,False,,False,
AA,2025-10-01,long,1.161071428571429,33.265,1,first_30m,0.5641341125807452,0.50-0.70,2025-10-01 08:30:00-05:00,True,True,True,True,2025-10-01 08:35:00-05:00,True,2025-10-01 08:35:00-05:00,True,2025-10-01 08:35:00-05:00,True,5.0,True,5.0
AA,2025-10-02,long,1.1650000000000005,34.07,4,first_30m,0.5665236051502114,0.50-0.70,2025-10-02 08:45:00-05:00,True,True,True,True,2025-10-02 09:05:00-05:00,True,2025-10-02 09:20:00-05:00,True,2025-10-02 09:45:00-05:00,True,290.0,True,265.0
AA,2025-10-07,long,1.2342857142857142,34.17,4,first_30m,0.5509259259259257,0.50-0.70,2025-10-07 08:45:00-05:00,True,True,True,True,2025-10-07 09:05:00-05:00,True,2025-10-07 09:10:00-05:00,False,,True,70.0,False,
AA,2025-10-08,long,1.3378571428571424,36.635,2,first_30m,0.691404164442075,0.50-0.70,2025-10-08 08:35:00-05:00,True,True,True,True,2025-10-08 08:45:00-05:00,True,2025-10-08 08:45:00-05:00,True,2025-10-08 08:55:00-05:00,False,,False,
AA,2025-10-09,short,1.3785714285714281,38.015,5,first_30m,0.5041450777202077,0.50-0.70,2025-10-09 08:50:00-05:00,True,True,True,True,2025-10-09 09:05:00-05:00,True,2025-10-09 09:50:00-05:00,False,,True,150.0,False,
AA,2025-10-13,short,1.4807142857142854,36.62,3,first_30m,0.6685962373371892,0.50-0.70,2025-10-13 08:40:00-05:00,True,True,True,True,2025-10-13 08:55:00-05:00,True,2025-10-13 08:55:00-05:00,False,,False,,False,
AA,2025-10-16,long,1.521785714285714,36.62,9,second_30m,0.5158413517953557,0.50-0.70,2025-10-16 09:15:00-05:00,True,True,True,False,2025-10-16 10:05:00-05:00,False,,False,,False,,False,
AA,2025-10-21,short,1.7492857142857139,37.71,4,first_30m,0.5630869742752141,0.50-0.70,2025-10-21 08:45:00-05:00,True,True,True,False,2025-10-21 09:45:00-05:00,True,2025-10-21 09:45:00-05:00,False,,False,,False,
AA,2025-10-23,long,2.1725,37.685,1,first_30m,0.9067894131185266,0.70-1.00,2025-10-23 08:30:00-05:00,True,True,True,True,2025-10-23 08:35:00-05:00,False,,False,,False,,False,
AA,2025-10-30,short,2.1124999999999985,37.68,1,first_30m,0.6295857988165677,0.50-0.70,2025-10-30 08:30:00-05:00,True,True,True,True,2025-10-30 08:35:00-05:00,True,2025-10-30 08:35:00-05:00,True,2025-10-30 08:35:00-05:00,False,,False,
AA,2025-11-06,long,2.034642857142856,35.96,1,first_30m,0.538177988414955,0.50-0.70,2025-11-06 08:30:00-06:00,True,True,True,True,2025-11-06 08:45:00-06:00,True,2025-11-06 09:00:00-06:00,True,2025-11-06 08:35:00-06:00,False,,True,10.0
AA,2025-11-11,short,1.8164285714285704,38.65,11,second_30m,0.5285096342902091,0.50-0.70,2025-11-11 09:20:00-06:00,True,True,True,True,2025-11-11 09:35:00-06:00,True,2025-11-11 09:35:00-06:00,False,,True,290.0,False,
AA,2025-11-12,long,1.6021428571428562,38.17,3,first_30m,0.5648684797146689,0.50-0.70,2025-11-12 08:40:00-06:00,True,True,True,False,2025-11-12 09:25:00-06:00,False,,False,,False,,False,
AA,2025-11-13,short,1.615714285714285,40.18,3,first_30m,0.64367816091954,0.50-0.70,2025-11-13 08:40:00-06:00,True,True,True,True,2025-11-13 09:05:00-06:00,True,2025-11-13 09:05:00-06:00,True,2025-11-13 09:20:00-06:00,True,40.0,True,25.0
AA,2025-11-18,long,1.7624999999999997,35.3,1,first_30m,0.5390070921985832,0.50-0.70,2025-11-18 08:30:00-06:00,True,True,True,True,2025-11-18 08:35:00-06:00,True,2025-11-18 09:00:00-06:00,False,,True,85.0,False,
AA,2025-11-24,long,1.9114285714285717,36.765,6,first_30m,0.5493273542600882,0.50-0.70,2025-11-24 08:55:00-06:00,False,False,False,False,,False,,False,,False,,False,
AA,2025-12-03,long,1.875357142857143,42.42,2,first_30m,0.5092363359360113,0.50-0.70,2025-12-03 08:35:00-06:00,True,True,True,True,2025-12-03 08:40:00-06:00,True,2025-12-03 08:40:00-06:00,True,2025-12-03 08:40:00-06:00,True,20.0,True,20.0
AA,2025-12-11,long,1.7357142857142855,44.575,2,first_30m,0.6596707818930019,0.50-0.70,2025-12-11 08:35:00-06:00,False,False,False,False,,False,,False,,False,,False,
AA,2025-12-16,long,1.7021428571428576,45.95,5,first_30m,0.5874947545111203,0.50-0.70,2025-12-16 08:50:00-06:00,True,True,True,True,2025-12-16 08:55:00-06:00,True,2025-12-16 08:55:00-06:00,True,2025-12-16 09:05:00-06:00,False,,False,
AA,2025-12-18,long,1.6692857142857147,47.3,7,second_30m,0.5451433461703059,0.50-0.70,2025-12-18 09:00:00-06:00,True,True,True,True,2025-12-18 09:10:00-06:00,False,,False,,False,,False,
AA,2025-12-22,long,1.9614285714285715,51.87,2,first_30m,0.5455207574654043,0.50-0.70,2025-12-22 08:35:00-06:00,True,True,True,True,2025-12-22 08:40:00-06:00,False,,False,,False,,False,
AA,2025-12-23,short,1.7932142857142854,54.22,1,first_30m,0.6357299342760411,0.50-0.70,2025-12-23 08:30:00-06:00,True,True,True,True,2025-12-23 08:35:00-06:00,True,2025-12-23 08:40:00-06:00,True,2025-12-23 08:45:00-06:00,False,,False,
AA,2025-12-29,long,1.7810714285714282,52.515,1,first_30m,0.7551634249047519,0.70-1.00,2025-12-29 08:30:00-06:00,True,True,True,True,2025-12-29 08:35:00-06:00,True,2025-12-29 08:35:00-06:00,True,2025-12-29 08:35:00-06:00,True,370.0,True,370.0
AA,2026-01-05,long,2.0049999999999994,58.17,7,second_30m,0.5735660847880294,0.50-0.70,2026-01-05 09:00:00-06:00,False,False,False,False,,False,,False,,False,,False,
AA,2026-01-06,long,2.1685714285714277,61.88,1,first_30m,1.0744400527009186,1.00+,2026-01-06 08:30:00-06:00,True,True,True,True,2026-01-06 08:35:00-06:00,True,2026-01-06 08:35:00-06:00,True,2026-01-06 08:35:00-06:00,True,125.0,True,125.0
AA,2026-01-07,long,2.2403571428571416,61.66,12,second_30m,0.5043838673680868,0.50-0.70,2026-01-07 09:25:00-06:00,True,True,True,True,2026-01-07 09:50:00-06:00,True,2026-01-07 10:15:00-06:00,False,,False,,False,
AA,2026-01-08,long,2.451071428571427,59.38,10,second_30m,0.5426198455485935,0.50-0.70,2026-01-08 09:15:00-06:00,True,True,True,True,2026-01-08 09:35:00-06:00,True,2026-01-08 09:45:00-06:00,False,,True,60.0,False,
AA,2026-01-13,long,2.386071428571427,64.85,5,first_30m,0.5385421344110212,0.50-0.70,2026-01-13 08:50:00-06:00,True,True,True,True,2026-01-13 09:00:00-06:00,True,2026-01-13 09:00:00-06:00,False,,True,40.0,False,
AA,2026-01-20,long,2.776428571428571,59.75,12,second_30m,0.5114484178029336,0.50-0.70,2026-01-20 09:25:00-06:00,True,True,True,True,2026-01-20 09:50:00-06:00,False,,False,,False,,False,
AA,2026-01-26,short,3.0989285714285706,63.55,1,first_30m,0.9616226806499935,0.70-1.00,2026-01-26 08:30:00-06:00,True,True,True,True,2026-01-26 08:35:00-06:00,True,2026-01-26 08:35:00-06:00,True,2026-01-26 08:35:00-06:00,True,5.0,True,5.0
AA,2026-01-27,long,3.0360714285714288,58.3,1,first_30m,0.7509704740618754,0.70-1.00,2026-01-27 08:30:00-06:00,True,True,True,True,2026-01-27 08:35:00-06:00,True,2026-01-27 08:35:00-06:00,True,2026-01-27 08:35:00-06:00,True,5.0,True,5.0
AA,2026-01-28,short,3.015,60.68,10,second_30m,0.5140961857379758,0.50-0.70,2026-01-28 09:15:00-06:00,True,True,True,False,2026-01-28 09:40:00-06:00,True,2026-01-28 09:45:00-06:00,False,,True,45.0,False,
AA,2026-01-29,short,3.0260714285714285,63.01,10,second_30m,0.6146583264487193,0.50-0.70,2026-01-29 09:15:00-06:00,True,True,True,False,2026-01-29 10:10:00-06:00,True,2026-01-29 10:10:00-06:00,False,,False,,False,
AA,2026-02-09,long,3.600714285714286,59.72,10,second_30m,0.5207300138861337,0.50-0.70,2026-02-09 09:15:00-06:00,False,False,False,False,,False,,False,,False,,False,
AA,2026-02-11,short,3.6539285714285716,63.585,11,second_30m,0.5719870980353836,0.50-0.70,2026-02-11 09:20:00-06:00,True,True,True,True,2026-02-11 09:55:00-06:00,True,2026-02-11 10:10:00-06:00,False,,False,,False,
AA,2026-02-17,short,3.643571428571429,58.63,3,first_30m,0.5475396980984132,0.50-0.70,2026-02-17 08:40:00-06:00,True,True,True,False,2026-02-17 09:20:00-06:00,False,,False,,False,,False,
AA,2026-02-23,short,3.488214285714286,60.78,11,second_30m,0.5217569366233235,0.50-0.70,2026-02-23 09:20:00-06:00,False,False,False,False,,False,,False,,False,,False,
AA,2026-02-24,long,3.4803571428571436,59.58,3,first_30m,0.6522319138019504,0.50-0.70,2026-02-24 08:40:00-06:00,True,True,True,True,2026-02-24 08:55:00-06:00,True,2026-02-24 09:00:00-06:00,False,,True,140.0,False,
AA,2026-02-26,short,3.525,63.03,4,first_30m,0.5134751773049652,0.50-0.70,2026-02-26 08:45:00-06:00,True,True,True,True,2026-02-26 09:05:00-06:00,True,2026-02-26 09:35:00-06:00,True,2026-02-26 09:45:00-06:00,False,,False,
AA,2026-03-02,long,3.389642857142857,62.86,2,first_30m,0.6726372352755245,0.50-0.70,2026-03-02 08:35:00-06:00,True,True,True,True,2026-03-02 08:40:00-06:00,True,2026-03-02 08:40:00-06:00,False,,False,,False,
AA,2026-03-03,short,3.6917857142857144,61.87,4,first_30m,0.5200735222985378,0.50-0.70,2026-03-03 08:45:00-06:00,True,True,True,True,2026-03-03 09:30:00-06:00,True,2026-03-03 09:30:00-06:00,False,,False,,False,
AA,2026-03-04,long,3.9857142857142867,66.32,1,first_30m,0.5218637992831572,0.50-0.70,2026-03-04 08:30:00-06:00,True,True,True,True,2026-03-04 08:35:00-06:00,True,2026-03-04 08:35:00-06:00,True,2026-03-04 08:35:00-06:00,False,,False,
AA,2026-03-04,short,3.9857142857142867,66.32,2,first_30m,0.6172043010752671,0.50-0.70,2026-03-04 08:35:00-06:00,True,True,True,True,2026-03-04 09:15:00-06:00,True,2026-03-04 09:15:00-06:00,False,,False,,False,
AA,2026-03-05,long,3.9875000000000007,60.995,3,first_30m,0.5053291536050157,0.50-0.70,2026-03-05 08:40:00-06:00,True,True,True,True,2026-03-05 09:00:00-06:00,True,2026-03-05 09:00:00-06:00,True,2026-03-05 09:25:00-06:00,False,,False,
AA,2026-03-11,long,4.016071428571429,61.33,7,second_30m,0.7046687416629608,0.70-1.00,2026-03-11 09:00:00-05:00,False,False,False,False,,False,,False,,False,,False,
AA,2026-03-12,short,4.090714285714285,66.67,4,first_30m,0.5585821547057789,0.50-0.70,2026-03-12 08:45:00-05:00,True,True,True,True,2026-03-12 09:10:00-05:00,False,,False,,False,,False,
AA,2026-03-16,long,4.339642857142857,64.62,5,first_30m,0.5668669245329588,0.50-0.70,2026-03-16 08:50:00-05:00,True,True,True,True,2026-03-16 09:15:00-05:00,True,2026-03-16 09:30:00-05:00,False,,False,,False,
AA,2026-03-19,short,4.506428571428573,59.435,1,first_30m,0.5159296243461726,0.50-0.70,2026-03-19 08:30:00-05:00,True,True,True,True,2026-03-19 08:35:00-05:00,True,2026-03-19 09:00:00-05:00,False,,False,,False,
AA,2026-03-26,long,3.6246428571428573,57.41,11,second_30m,0.5117745590698601,0.50-0.70,2026-03-26 09:20:00-05:00,True,True,True,True,2026-03-26 09:40:00-05:00,True,2026-03-26 09:40:00-05:00,True,2026-03-26 09:55:00-05:00,False,,False,
AA,2026-03-30,long,3.7932142857142854,63.39,1,first_30m,0.6037096318614084,0.50-0.70,2026-03-30 08:30:00-05:00,True,True,True,True,2026-03-30 08:35:00-05:00,True,2026-03-30 08:45:00-05:00,True,2026-03-30 08:50:00-05:00,True,110.0,True,105.0
AA,2026-03-31,long,3.7167857142857135,64.94,10,second_30m,0.5542423368886333,0.50-0.70,2026-03-31 09:15:00-05:00,True,True,True,True,2026-03-31 09:35:00-05:00,True,2026-03-31 09:55:00-05:00,False,,False,,False,
AA,2026-04-06,short,3.6275,71.5,5,first_30m,0.5692625775327355,0.50-0.70,2026-04-06 08:50:00-05:00,True,True,True,True,2026-04-06 09:30:00-05:00,True,2026-04-06 09:40:00-05:00,False,,False,,False,
AAL,2025-04-08,short,0.6589285714285712,9.985,5,first_30m,0.5311653116531162,0.50-0.70,2025-04-08 08:50:00-05:00,True,True,True,True,2025-04-08 09:05:00-05:00,True,2025-04-08 09:10:00-05:00,False,,True,100.0,False,
AAL,2025-04-09,long,0.7924999999999998,9.105,7,second_30m,0.5425867507886434,0.50-0.70,2025-04-09 09:00:00-05:00,True,True,True,True,2025-04-09 09:05:00-05:00,True,2025-04-09 09:40:00-05:00,True,2025-04-09 09:55:00-05:00,True,160.0,True,145.0
AAL,2025-04-10,short,0.8814285714285713,10.57,3,first_30m,0.5105348460291746,0.50-0.70,2025-04-10 08:40:00-05:00,True,True,True,False,2025-04-10 09:25:00-05:00,False,,False,,False,,False,
AAL,2025-05-05,long,0.44750000000000006,10.455,4,first_30m,0.5251396648044679,0.50-0.70,2025-05-05 08:45:00-05:00,False,False,False,False,,False,,False,,False,,False,
AAL,2025-05-12,short,0.4696428571428572,11.95,12,second_30m,0.5749049429657785,0.50-0.70,2025-05-12 09:25:00-05:00,True,True,True,False,2025-05-12 09:45:00-05:00,False,,False,,False,,False,
AAL,2025-05-13,long,0.4682142857142858,11.77,3,first_30m,0.5553012967200605,0.50-0.70,2025-05-13 08:40:00-05:00,True,True,True,False,2025-05-13 09:25:00-05:00,False,,False,,False,,False,
AAL,2025-05-15,short,0.4832142857142859,11.85,8,second_30m,0.5794530672579438,0.50-0.70,2025-05-15 09:05:00-05:00,True,True,True,True,2025-05-15 09:40:00-05:00,True,2025-05-15 09:40:00-05:00,False,,False,,False,
AAL,2025-05-19,long,0.4917857142857144,11.665,5,first_30m,0.5083514887436456,0.50-0.70,2025-05-19 08:50:00-05:00,True,True,True,True,2025-05-19 09:25:00-05:00,False,,False,,False,,False,
AAL,2025-06-02,short,0.425357142857143,11.33,2,first_30m,0.6817800167926132,0.50-0.70,2025-06-02 08:35:00-05:00,True,True,True,True,2025-06-02 09:00:00-05:00,True,2025-06-02 09:00:00-05:00,True,2025-06-02 09:25:00-05:00,False,,False,
AAL,2025-06-04,short,0.3714285714285715,11.52,8,second_30m,0.5250000000000007,0.50-0.70,2025-06-04 09:05:00-05:00,True,True,True,True,2025-06-04 09:15:00-05:00,True,2025-06-04 09:15:00-05:00,False,,False,,False,
AAL,2025-06-11,short,0.3921428571428572,11.93,5,first_30m,0.5100182149362459,0.50-0.70,2025-06-11 08:50:00-05:00,False,False,False,False,,False,,False,,False,,False,
AAL,2025-06-16,long,0.4042857142857143,10.575,7,second_30m,0.544169611307422,0.50-0.70,2025-06-16 09:00:00-05:00,False,False,False,False,,False,,False,,False,,False,
AAL,2025-06-24,long,0.449642857142857,11.205,1,first_30m,0.5115170770452752,0.50-0.70,2025-06-24 08:30:00-05:00,True,True,True,True,2025-06-24 08:35:00-05:00,True,2025-06-24 08:45:00-05:00,True,2025-06-24 08:45:00-05:00,True,270.0,True,270.0
AAL,2025-06-25,short,0.4657142857142856,11.43,4,first_30m,0.5260736196319004,0.50-0.70,2025-06-25 08:45:00-05:00,True,True,True,False,2025-06-25 09:40:00-05:00,True,2025-06-25 09:40:00-05:00,False,,True,25.0,False,
AAL,2025-07-07,long,0.40964285714285725,11.59,2,first_30m,0.6346992153443759,0.50-0.70,2025-07-07 08:35:00-05:00,True,True,True,True,2025-07-07 09:15:00-05:00,True,2025-07-07 09:25:00-05:00,False,,False,,False,
AAL,2025-07-10,long,0.4999999999999999,12.295,7,second_30m,0.5100000000000017,0.50-0.70,2025-07-10 09:00:00-05:00,False,False,False,False,,False,,False,,False,,False,
AAL,2025-07-17,long,0.5092857142857142,12.605,1,first_30m,0.6577840112201946,0.50-0.70,2025-07-17 08:30:00-05:00,True,True,True,True,2025-07-17 08:35:00-05:00,True,2025-07-17 08:50:00-05:00,True,2025-07-17 08:55:00-05:00,False,,False,
AAL,2025-07-24,short,0.5817857142857139,11.79,1,first_30m,0.644567219152855,0.50-0.70,2025-07-24 08:30:00-05:00,True,True,True,True,2025-07-24 08:35:00-05:00,True,2025-07-24 08:35:00-05:00,True,2025-07-24 08:35:00-05:00,True,5.0,True,5.0
AAL,2025-08-04,long,0.42464285714285704,11.075,7,second_30m,0.5298570227081616,0.50-0.70,2025-08-04 09:00:00-05:00,True,True,True,True,2025-08-04 09:10:00-05:00,True,2025-08-04 09:15:00-05:00,True,2025-08-04 09:35:00-05:00,False,,False,
AAL,2025-08-12,long,0.4596428571428571,11.785,1,first_30m,0.8593628593628586,0.70-1.00,2025-08-12 08:30:00-05:00,True,True,True,True,2025-08-12 08:35:00-05:00,True,2025-08-12 08:40:00-05:00,True,2025-08-12 08:40:00-05:00,True,10.0,True,10.0
AAL,2025-08-14,short,0.4107142857142857,12.905,7,second_30m,0.5113043478260847,0.50-0.70,2025-08-14 09:00:00-05:00,True,True,True,True,2025-08-14 09:30:00-05:00,True,2025-08-14 09:35:00-05:00,False,,False,,False,
AAL,2025-09-02,long,0.42678571428571427,13.26,3,first_30m,0.5623430962343101,0.50-0.70,2025-09-02 08:40:00-05:00,True,True,True,True,2025-09-02 08:45:00-05:00,True,2025-09-02 09:05:00-05:00,True,2025-09-02 09:20:00-05:00,False,,False,
