ticker,session_date,direction,is_strong_trend_day,atr14_prev,session_open,session_close,close_from_open_atr,triggered,trigger_bar_exact,trigger_by_bar2,trigger_by_bar3,trigger_magnitude_atr,trigger_magnitude_bucket,trigger_time,cloud_touch_any,touch_ema10,cloud_entry,touch_ema21,cloud_contact_time,directional_breach,directional_breach_time,directional_breach_timing_after_trigger,cloud_flip,cloud_flip_time,cloud_flip_timing_after_trigger,new_extreme_after_breach,min_breach_to_new_extreme,new_extreme_after_flip,min_flip_to_new_extreme,close_ge_plus1atr_after_event,close_le_minus1atr_after_event,close_still_strong_after_event,breach_session_bucket,flip_session_bucket
AA,2025-10-23,long,True,2.1725,37.685,40.12,1.1208285385500554,True,1.0,True,True,0.9067894131185266,0.80-1.00,2025-10-23 08:30:00-05:00,True,True,True,True,2025-10-23 08:35:00-05:00,False,,,False,,,False,,False,,True,False,True,,
AA,2025-11-12,long,True,1.6021428571428562,38.17,40.04,1.1671868033883184,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AA,2025-11-13,short,True,1.615714285714285,40.18,38.185,1.2347480106100786,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AA,2025-11-24,long,True,1.9114285714285717,36.765,38.73,1.0280269058295943,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AA,2025-12-11,long,True,1.7357142857142855,44.575,47.27,1.5526748971193418,True,3.0,False,True,0.7460905349794208,0.70-0.80,2025-12-11 08:40:00-06:00,False,False,False,False,,False,,,False,,,False,,False,,True,False,True,,
AA,2026-01-05,long,True,2.0049999999999994,58.17,61.465,1.6433915211970087,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AA,2026-01-26,short,True,3.0989285714285706,63.55,58.54,1.6166877953209633,True,1.0,True,True,0.9616226806499935,0.80-1.00,2026-01-26 08:30:00-06:00,True,True,True,True,2026-01-26 08:35:00-06:00,True,2026-01-26 08:35:00-06:00,first_30m,True,2026-01-26 08:35:00-06:00,first_30m,True,5.0,True,5.0,False,True,True,morning,morning
AA,2026-02-04,short,True,3.4178571428571436,61.875,58.14,1.0927899686520373,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AA,2026-03-04,short,True,3.9857142857142867,66.32,61.54,1.199283154121862,True,3.0,False,True,0.9960573476702486,0.80-1.00,2026-03-04 08:40:00-06:00,True,True,True,True,2026-03-04 09:15:00-06:00,True,2026-03-04 09:15:00-06:00,second_30m,False,,,False,,False,,False,True,True,morning,
AA,2026-03-11,long,True,4.016071428571429,61.33,66.39,1.2599377501111608,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AA,2026-04-01,long,True,3.9121428571428574,67.57,72.07,1.150264743472704,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-01-25,long,True,0.658571428571429,14.59,15.37,1.1843817787418638,True,2.0,True,True,0.7288503253796097,0.70-0.80,2024-01-25 08:35:00-06:00,True,True,True,True,2024-01-25 08:40:00-06:00,True,2024-01-25 08:40:00-06:00,first_30m,False,,,True,15.0,False,,True,False,True,morning,
AAL,2024-02-06,long,True,0.6357142857142858,14.21,14.91,1.1011235955056167,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-03-04,short,True,0.4296428571428573,15.63,14.82,1.8852867830423943,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-03-20,long,True,0.4464285714285717,13.955,14.57,1.3775999999999997,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-04-02,short,True,0.3592857142857141,15.06,14.41,1.809145129224654,True,2.0,True,True,0.9045725646123295,0.80-1.00,2024-04-02 08:35:00-05:00,True,True,True,False,2024-04-02 09:25:00-05:00,False,,,False,,,False,,False,,False,True,True,,
AAL,2024-04-04,short,True,0.391785714285714,14.245,13.84,1.0337283500455778,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-04-10,short,True,0.40107142857142847,14.02,13.4,1.5458593054318774,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-05-06,long,True,0.5428571428571426,14.02,14.645,1.1513157894736847,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-05-29,short,True,0.5035714285714284,12.14,11.62,1.0326241134751803,True,1.0,True,True,1.2014184397163132,1.00+,2024-05-29 08:30:00-05:00,True,True,True,True,2024-05-29 08:35:00-05:00,True,2024-05-29 08:35:00-05:00,first_30m,True,2024-05-29 08:35:00-05:00,first_30m,True,15.0,True,15.0,False,True,True,morning,morning
AAL,2024-07-01,short,True,0.26250000000000007,11.33,11.055,1.0476190476190488,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-07-16,long,True,0.3000000000000002,10.655,11.185,1.7666666666666693,True,3.0,False,True,0.7166666666666657,0.70-0.80,2024-07-16 08:40:00-05:00,False,False,False,False,,False,,,False,,,False,,False,,True,False,True,,
AAL,2024-07-18,short,True,0.31142857142857167,11.02,10.635,1.2362385321100902,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-07-25,long,True,0.4082142857142858,9.94,10.585,1.580052493438323,True,2.0,True,True,1.053368328958879,1.00+,2024-07-25 08:35:00-05:00,True,True,True,False,2024-07-25 08:55:00-05:00,False,,,False,,,False,,False,,True,False,True,,
AAL,2024-08-01,short,True,0.46035714285714274,10.66,10.145,1.1186966640806841,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-08-08,long,True,0.49714285714285705,9.365,9.9,1.076149425287357,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-09-09,long,True,0.3189285714285713,10.89,11.215,1.0190369540873443,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2024-09-26,long,True,0.4207142857142855,11.36,11.8,1.0458404074702923,True,1.0,True,True,0.8913412563667238,0.80-1.00,2024-09-26 08:30:00-05:00,True,True,True,True,2024-09-26 08:35:00-05:00,False,,,False,,,False,,False,,True,False,True,,
AAL,2024-10-16,long,True,0.4632142857142861,12.165,12.895,1.5759444872783344,True,2.0,True,True,0.798766383962993,0.70-0.80,2024-10-16 08:35:00-05:00,True,True,True,True,2024-10-16 08:45:00-05:00,True,2024-10-16 08:50:00-05:00,first_30m,True,2024-10-16 09:10:00-05:00,second_30m,True,225.0,True,205.0,True,False,True,morning,morning
AAL,2024-12-05,long,True,0.5910714285714287,15.99,17.39,2.368580060422961,True,1.0,True,True,0.8120845921450126,0.80-1.00,2024-12-05 08:30:00-06:00,True,True,True,True,2024-12-05 08:35:00-06:00,True,2024-12-05 08:40:00-06:00,first_30m,True,2024-12-05 08:40:00-06:00,first_30m,True,70.0,True,70.0,True,False,True,morning,morning
AAL,2025-02-13,short,True,0.5367857142857142,16.35,15.73,1.1550232867598158,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-02-27,short,True,0.5603571428571429,15.14,14.52,1.1064372211599762,True,3.0,False,True,1.1778202676864247,1.00+,2025-02-27 08:40:00-06:00,True,True,True,True,2025-02-27 09:10:00-06:00,True,2025-02-27 09:10:00-06:00,first_30m,False,,,False,,False,,False,True,True,morning,
AAL,2025-03-11,short,True,0.7410714285714282,12.52,11.45,1.443855421686748,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-04-02,long,True,0.46285714285714263,10.13,10.6,1.0154320987654302,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-04-07,long,True,0.6146428571428568,9.005,9.73,1.179546775130738,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-04-08,short,True,0.6589285714285712,9.985,9.09,1.3582655826558263,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-04-09,long,True,0.7924999999999998,9.105,11.12,2.542586750788643,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-04-10,short,True,0.8814285714285713,10.57,9.5,1.2139384116693683,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-05-13,long,True,0.4682142857142858,11.77,12.3,1.131960335621665,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-06-11,short,True,0.3921428571428572,11.93,11.055,2.2313296903460835,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-07-10,long,True,0.4999999999999999,12.295,12.95,1.309999999999999,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-08-12,long,True,0.4596428571428571,11.785,13.0,2.6433566433566433,True,1.0,True,True,0.8593628593628586,0.80-1.00,2025-08-12 08:30:00-05:00,True,True,True,True,2025-08-12 08:35:00-05:00,True,2025-08-12 08:40:00-05:00,first_30m,True,2025-08-12 08:40:00-05:00,first_30m,True,10.0,True,10.0,True,False,True,morning,morning
AAL,2025-09-04,short,True,0.46178571428571413,13.47,12.855,1.3317865429234348,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-09-25,short,True,0.38642857142857145,11.795,11.385,1.0609981515711648,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-10-09,short,True,0.40750000000000003,12.435,11.615,2.012269938650307,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-10-14,long,True,0.45642857142857146,11.58,12.19,1.336463223787166,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-10-16,short,True,0.482857142857143,12.55,11.89,1.3668639053254437,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-10-28,short,True,0.6049999999999998,13.4,12.7,1.157024793388432,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-11-05,long,True,0.5735714285714284,12.775,13.425,1.133250311332504,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-12-16,long,True,0.49821428571428533,15.36,15.99,1.2645161290322606,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2025-12-23,short,True,0.5164285714285711,16.155,15.6,1.0746887966805014,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAL,2026-01-27,short,True,0.6339285714285718,14.56,13.555,1.5853521126760566,True,2.0,True,True,0.9701408450704222,0.80-1.00,2026-01-27 08:35:00-06:00,True,True,True,True,2026-01-27 08:50:00-06:00,True,2026-01-27 08:50:00-06:00,first_30m,True,2026-01-27 09:10:00-06:00,second_30m,True,110.0,True,90.0,False,True,True,morning,morning
AAL,2026-02-11,short,True,0.6089285714285715,15.205,14.34,1.4205278592375368,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-03-21,short,True,3.95357142857143,177.055,171.38,1.4354110207768769,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-04-11,long,True,2.7039285714285706,168.26,175.04,2.507462686567165,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-05-23,short,True,2.723214285714284,190.96,186.91,1.4872131147541037,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-06-10,short,True,2.9092857142857134,196.905,193.15,1.290694819543333,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-06-11,long,True,3.781428571428571,193.66,207.15,3.567434831885156,True,2.0,True,True,1.0379675103891228,1.00+,2024-06-11 08:35:00-05:00,False,False,False,False,,False,,,False,,,False,,False,,True,False,True,,
AAPL,2024-06-12,long,True,4.547142857142857,207.385,213.17,1.2722274583726036,True,2.0,True,True,0.9115614200439859,0.80-1.00,2024-06-12 08:35:00-05:00,False,False,False,False,,False,,,False,,,False,,False,,True,False,True,,
AAPL,2024-07-18,short,True,5.430357142857143,230.29,224.21,1.1196317000986489,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-07-24,short,True,5.410714285714287,224.115,218.585,1.022046204620462,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-08-01,short,True,5.467500000000003,224.34,218.51,1.0663008687700062,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-08-05,long,True,6.956785714285717,199.16,209.12,1.431695672262437,True,1.0,True,True,1.0867087632835362,1.00+,2024-08-05 08:30:00-05:00,True,True,True,True,2024-08-05 08:35:00-05:00,False,,,False,,,False,,False,,True,False,True,,
AAPL,2024-09-03,short,True,3.8799999999999977,228.59,222.72,1.5128865979381465,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-12-09,long,True,3.325714285714286,241.865,246.89,1.5109536082474158,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2024-12-18,short,True,3.6878571428571427,252.22,246.18,1.6378074762734822,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-01-02,short,True,4.665714285714283,248.93,243.82,1.0952235150030654,True,2.0,True,True,0.8144519289650979,0.80-1.00,2025-01-02 08:35:00-06:00,True,True,True,True,2025-01-02 08:50:00-06:00,True,2025-01-02 08:50:00-06:00,first_30m,True,2025-01-02 09:00:00-06:00,first_30m,True,70.0,True,60.0,False,True,True,morning,morning
AAPL,2025-01-16,short,True,5.357142857142857,237.42,228.24,1.713599999999996,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-01-28,long,True,6.429285714285716,230.85,238.23,1.1478724586157083,True,3.0,False,True,0.7045883790689923,0.70-0.80,2025-01-28 08:40:00-06:00,True,True,True,True,2025-01-28 08:45:00-06:00,False,,,False,,,False,,False,,True,False,True,,
AAPL,2025-04-08,short,True,9.249285714285717,186.7,172.8,1.5028187504826598,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-04-09,long,True,10.922142857142859,172.18,198.46,2.406121247792819,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-07-29,short,True,2.8407142857142884,214.175,211.27,1.022630123208448,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-08-06,long,True,4.466428571428575,205.63,213.275,1.7116584039660971,True,2.0,True,True,0.7567567567567551,0.70-0.80,2025-08-06 08:35:00-05:00,True,True,True,True,2025-08-06 08:40:00-05:00,False,,,False,,,False,,False,,True,False,True,,
AAPL,2025-09-10,short,True,4.3535714285714295,232.21,226.81,1.240360951599673,True,3.0,False,True,0.7625922887612845,0.70-0.80,2025-09-10 08:40:00-05:00,True,True,True,True,2025-09-10 08:50:00-05:00,False,,,False,,,False,,False,,False,True,True,,
AAPL,2025-09-22,long,True,5.510714285714284,248.34,256.12,1.4117952041477646,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-10-20,long,True,5.2482142857142895,255.96,262.245,1.197550187138481,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-11-11,long,True,4.996071428571432,269.85,275.405,1.1118736149831903,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2025-12-15,short,True,4.426071428571423,280.15,274.115,1.3635116598079506,True,2.0,True,True,0.815621721939796,0.80-1.00,2025-12-15 08:35:00-06:00,True,True,True,False,2025-12-15 09:30:00-06:00,False,,,False,,,False,,False,,False,True,True,,
AAPL,2026-01-06,short,True,3.9646428571428487,266.97,262.22,1.1980902621385485,True,2.0,True,True,0.90802630393659,0.80-1.00,2026-01-06 08:35:00-06:00,True,True,True,True,2026-01-06 08:45:00-06:00,True,2026-01-06 08:55:00-06:00,first_30m,True,2026-01-06 09:05:00-06:00,first_30m,True,65.0,True,55.0,False,True,True,morning,morning
AAPL,2026-01-20,short,True,4.858928571428568,252.68,246.725,1.225578831312021,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2026-02-02,long,True,6.306071428571422,259.91,269.93,1.5889448943761668,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2026-02-12,short,True,7.225714285714285,275.51,261.49,1.9402926057730305,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
AAPL,2026-03-31,long,True,5.388928571428571,247.91,253.73,1.079992047186691,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-01-23,long,True,2.160357142857145,164.21,167.49,1.5182674822284665,True,2.0,True,True,0.9257728550173573,0.80-1.00,2024-01-23 08:35:00-06:00,True,True,True,True,2024-01-23 08:50:00-06:00,True,2024-01-23 08:50:00-06:00,first_30m,False,,,True,110.0,False,,True,False,True,morning,
ABBV,2024-01-24,short,True,2.2703571428571467,167.13,164.14,1.316973415132926,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-02-01,long,True,2.282500000000003,163.62,167.62,1.7524644030668106,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-04-03,short,True,2.4575000000000022,181.01,177.35,1.4893184130213604,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-04-04,short,True,2.950714285714288,177.66,167.94,3.2941176470588207,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-05-21,short,True,2.4849999999999914,165.46,162.93,1.0181086519114728,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-06-06,long,True,3.0967857142857134,165.11,168.6,1.1269749740514299,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-07-17,long,True,3.2828571428571394,170.69,175.28,1.3981723237597936,True,3.0,False,True,0.9473455178416066,0.80-1.00,2024-07-17 08:40:00-05:00,True,True,True,True,2024-07-17 09:20:00-05:00,False,,,False,,,False,,False,,True,False,True,,
ABBV,2024-07-25,long,True,3.740714285714284,177.02,182.18,1.3794156960091652,True,3.0,False,True,0.83941187702883,0.80-1.00,2024-07-25 08:40:00-05:00,True,True,True,True,2024-07-25 09:35:00-05:00,True,2024-07-25 09:40:00-05:00,second_30m,False,,,False,,False,,True,False,True,morning,
ABBV,2024-09-05,short,True,2.6757142857142844,196.835,192.765,1.5210891617725661,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-09-10,long,True,2.8939285714285723,195.955,199.36,1.1766012587930397,True,3.0,False,True,0.7826730840429421,0.70-0.80,2024-09-10 08:40:00-05:00,True,True,True,False,2024-09-10 09:00:00-05:00,False,,,False,,,False,,False,,True,False,True,,
ABBV,2024-10-15,short,True,2.801428571428571,194.78,191.87,1.0387557368689433,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-10-30,long,True,3.344642857142856,191.735,201.58,2.943513080619328,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-11-06,short,True,3.7810714285714266,205.79,201.16,1.2245206385189378,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-12-04,short,True,3.6482142857142867,180.245,176.48,1.0320117474302535,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2024-12-17,long,True,3.141785714285715,171.015,175.4,1.3957030805956634,True,2.0,True,True,1.0455837217233224,1.00+,2024-12-17 08:35:00-06:00,False,False,False,False,,False,,,False,,,False,,False,,True,False,True,,
ABBV,2025-01-27,long,True,3.8182142857142867,172.95,176.95,1.047610139369563,True,2.0,True,True,0.9114208212515245,0.80-1.00,2025-01-27 08:35:00-06:00,True,True,True,True,2025-01-27 08:50:00-06:00,True,2025-01-27 08:55:00-06:00,first_30m,True,2025-01-27 09:00:00-06:00,first_30m,True,295.0,True,290.0,True,False,True,morning,morning
ABBV,2025-02-03,long,True,4.769642857142854,183.195,190.25,1.479146387120931,True,2.0,True,True,0.8522650692624486,0.80-1.00,2025-02-03 08:35:00-06:00,True,True,True,False,2025-02-03 09:25:00-06:00,False,,,False,,,False,,False,,True,False,True,,
ABBV,2025-02-18,long,True,4.410714285714284,191.75,196.22,1.0134412955465588,True,1.0,True,True,0.7391093117408889,0.70-0.80,2025-02-18 08:30:00-06:00,True,True,True,True,2025-02-18 08:55:00-06:00,False,,,False,,,False,,False,,True,False,True,,
ABBV,2025-03-04,short,True,3.7357142857142844,214.99,207.89,1.900573613766737,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2025-03-05,long,True,3.92142857142857,206.23,211.48,1.3387978142076509,True,1.0,True,True,0.8122040072859754,0.80-1.00,2025-03-05 08:30:00-06:00,True,True,True,True,2025-03-05 08:55:00-06:00,True,2025-03-05 08:55:00-06:00,first_30m,True,2025-03-05 09:20:00-06:00,second_30m,True,230.0,True,205.0,True,False,True,morning,morning
ABBV,2025-03-25,short,True,4.514642857142856,209.05,201.33,1.7099912981567917,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2025-03-31,long,True,4.377500000000004,204.76,209.45,1.0713877784123342,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
ABBV,2025-04-01,short,True,4.536428571428575,211.03,206.25,1.0536923319162332,False,,False,False,,,,False,False,False,False,,False,,,False,,,False,,False,,,,,,
