ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,candle_color,ft_level,has_ft,session_high,session_low,eod_close,hod_minutes_from_open,lod_minutes_from_open,entry_price,entry_time,ft_minutes_from_open,eod_return,eod_return_from_open,mae_pct,mfe_pct,adverse_after_ft,bounce_depth_before_dest,close_above_open,fwd_15min,fwd_30min,fwd_1hr,fwd_2hr
ACHR,2024-11-01,GAP_UP,0.0222222222222223,0.0222222222222223,2-5%,0.1910714285714285,3.22,3.15,BEARISH,3.1435714285714287,False,3.33,3.18,3.275,125.0,5.0,,,,,-0.017080745341614818,,,,,,,,,
ACHR,2024-11-06,GAP_UP,0.0371517027863777,0.0371517027863777,2-5%,0.2024999999999999,3.35,3.23,BEARISH,3.269,True,3.38,3.14,3.195,0.0,25.0,3.23,2024-11-06 09:35:00-05:00,5.0,0.010836,0.046269,0.010836,0.027864,True,-0.003096,False,0.021672,0.003096,0.003096,0.009288
ACHR,2025-02-19,GAP_UP,0.0308699719363891,0.0308699719363891,2-5%,0.8635714285714284,11.02,10.69,BEARISH,10.674571428571427,True,11.03,9.98,10.05,0.0,380.0,10.65,2025-02-19 09:30:00-05:00,0.0,0.056338,0.088022,0.035681,0.062911,True,0.013615,False,0.01784,0.035211,0.037089,0.028169
ACHR,2025-02-21,GAP_UP,0.0256663376110562,0.0256663376110562,2-5%,0.9464285714285712,10.39,10.13,BEARISH,10.011428571428572,True,10.58,9.11,9.13,15.0,290.0,9.925,2025-02-21 10:20:00-05:00,50.0,0.080101,0.12127,0.015617,0.082116,True,0.007557,False,0.020655,0.016625,0.006549,0.033249
ACHR,2025-06-09,GAP_UP,0.1187438665358195,0.1187438665358195,8-12%,0.6964285714285715,11.4,10.19,BEARISH,11.121428571428572,True,11.66,10.26,11.27,155.0,5.0,10.635,2025-06-09 09:30:00-04:00,0.0,-0.059709,0.011404,0.09638,0.035261,True,0.004231,False,-0.026328,-0.041843,-0.027739,-0.047485
ACHR,2025-06-16,GAP_UP,0.0345691382765529,0.0345691382765529,2-5%,0.8264285714285717,10.325,9.98,BEARISH,9.994428571428571,False,10.535,10.125,10.36,35.0,5.0,,,,,-0.0033898305084745905,,,,,,,,,
ACHR,2025-09-29,GAP_UP,0.0204520990312165,0.0204520990312165,2-5%,0.5335714285714285,9.48,9.29,BEARISH,9.26657142857143,True,9.68,9.19,9.68,385.0,10.0,9.23,2025-09-29 09:35:00-04:00,5.0,-0.048754,-0.021097,0.048754,0.004334,True,0.008126,True,-0.004875,-0.006501,-0.011376,-0.007042
ACHR,2025-10-20,GAP_UP,0.0605520926090827,0.0605520926090827,5-8%,1.3342857142857143,11.91,11.23,BEARISH,11.376285714285714,False,12.12,11.41,11.98,345.0,65.0,,,,,-0.0058774139378673625,,,,,,,,,
AEO,2024-03-07,GAP_UP,0.1113481228668941,0.1113481228668941,8-12%,0.8314285714285722,26.05,23.44,BEARISH,25.71742857142857,True,26.41,22.935,23.04,0.0,385.0,25.49,2024-03-07 09:30:00-05:00,0.0,0.096116,0.115547,0.036093,0.100235,True,0.020596,False,0.002354,0.018439,0.017262,0.028835
AEO,2024-08-07,GAP_UP,0.02920245398773,0.02920245398773,2-5%,0.9739285714285718,20.97,20.375,BEARISH,20.58042857142857,True,20.97,19.995,20.09,0.0,365.0,20.54,2024-08-07 09:45:00-04:00,15.0,0.021908,0.041965,0.010711,0.026534,True,0.010711,False,0.001461,0.003651,-0.003165,0.002434
AEO,2024-11-06,GAP_UP,0.0319874147876245,0.0319874147876245,2-5%,0.5832142857142854,19.68,19.07,BEARISH,19.446714285714286,True,19.73,18.765,19.065,0.0,190.0,19.36,2024-11-06 09:30:00-05:00,0.0,0.015238,0.03125,0.019112,0.030733,True,0.004132,False,0.011622,0.006198,0.014721,0.028151
AEO,2025-03-12,GAP_UP,0.0256744995648389,0.0256744995648389,2-5%,0.6142857142857142,11.785,11.49,BEARISH,11.539285714285715,True,11.82,11.335,11.48,0.0,145.0,11.53,2025-03-12 10:55:00-04:00,85.0,0.004337,0.02588,0.006938,0.016912,True,0.000434,False,0.003469,0.005204,0.011275,0.006505
AEO,2025-03-17,GAP_UP,0.0632911392405062,0.0632911392405062,5-8%,0.6510714285714286,11.76,11.06,BEARISH,11.499571428571429,False,12.17,11.455,12.04,330.0,30.0,,,,,-0.023809523809523756,,,,,,,,,
AEO,2025-06-16,GAP_UP,0.02361782071927,0.02361782071927,2-5%,0.455714285714286,9.535,9.315,BEARISH,9.352714285714285,False,9.78,9.425,9.7,105.0,5.0,,,,,-0.01730466701625581,,,,,,,,,
AFRM,2024-01-24,GAP_UP,0.0257818095010742,0.0257818095010742,2-5%,2.717142857142858,42.97,41.89,BEARISH,41.88314285714286,True,43.77,40.32,40.46,10.0,285.0,41.72,2024-01-24 09:55:00-05:00,25.0,0.030201,0.058413,0.011505,0.033557,True,0.011505,False,0.003595,-0.006951,-0.006472,-0.00024
AFRM,2024-01-25,GAP_UP,0.0316361838853188,0.0316361838853188,2-5%,2.667857142857144,41.74,40.46,BEARISH,40.67285714285715,True,41.94,40.4,40.72,30.0,205.0,40.55,2024-01-25 10:40:00-05:00,70.0,-0.004192,0.024437,0.024414,0.003699,True,0.024414,False,-0.006412,-0.014057,-0.012824,0.000493
AFRM,2024-02-14,GAP_UP,0.0412786307576139,0.0412786307576139,2-5%,3.454285714285714,41.37,39.73,BEARISH,39.98828571428571,False,41.49,40.14,40.985,25.0,110.0,,,,,0.009306260575296061,,,,,,,,,
AFRM,2024-02-22,GAP_UP,0.034924965893588,0.034924965893588,2-5%,3.161428571428572,37.93,36.65,BEARISH,36.66542857142857,False,38.755,37.31,37.31,15.0,385.0,,,,,0.016345900342736554,,,,,,,,,
AFRM,2024-03-06,GAP_UP,0.031380172174396,0.031380172174396,2-5%,1.9249999999999992,37.14,36.01,BEARISH,36.37,True,38.345,36.245,36.86,215.0,55.0,36.32,2024-03-06 10:10:00-05:00,40.0,-0.014868,0.007539,0.055754,0.002065,True,0.008535,False,0.001652,-0.009637,-0.035242,-0.031112
AFRM,2024-06-03,GAP_UP,0.0216945678168774,0.0216945678168774,2-5%,1.5864285714285713,29.905,29.27,BEARISH,29.27042857142857,True,29.905,28.52,28.81,0.0,180.0,29.24,2024-06-03 09:45:00-04:00,15.0,0.014706,0.036616,0.007866,0.024624,True,0.007866,False,-0.00171,0.00684,0.012996,0.016416
AFRM,2024-07-11,GAP_UP,0.0736860795454545,0.0736860795454545,5-8%,1.4232142857142855,30.235,28.16,BEARISH,29.665714285714284,True,30.41,28.9,29.62,0.0,150.0,29.36,2024-07-11 09:35:00-04:00,5.0,-0.008856,0.020341,0.020095,0.015668,True,0.017711,False,-0.0172,-0.009877,-0.002384,0.00545
AFRM,2024-10-09,GAP_UP,0.0398445092322643,0.0398445092322643,2-5%,2.0671428571428563,42.8,41.16,BEARISH,41.973142857142854,True,43.795,41.54,43.245,55.0,15.0,41.66,2024-10-09 09:45:00-04:00,15.0,-0.038046,-0.010397,0.051248,0.00288,True,0.008401,True,-0.027124,-0.049928,-0.024964,-0.032165
AFRM,2025-01-24,GAP_UP,0.0397356828193833,0.0397356828193833,2-5%,3.196428571428572,59.005,56.75,BEARISH,57.72642857142857,True,59.24,55.285,55.69,0.0,360.0,57.36,2025-01-24 10:00:00-05:00,30.0,0.029114,0.056182,0.012552,0.036175,True,0.002441,False,0.007148,0.010112,0.01447,0.023884
AFRM,2025-01-28,GAP_UP,0.0228675136116152,0.0228675136116152,2-5%,3.133928571428572,56.36,55.1,BEARISH,55.10642857142857,True,57.915,54.64,57.69,370.0,10.0,54.64,2025-01-28 09:40:00-05:00,10.0,-0.05582,-0.023598,0.059938,0.0,True,0.010981,True,-0.028367,-0.015373,-0.026171,-0.018668
AFRM,2025-05-27,GAP_UP,0.031452922077922,0.031452922077922,2-5%,3.630714285714286,50.83,49.28,BEARISH,49.37771428571428,False,51.54,49.835,51.145,215.0,5.0,,,,,-0.006197127680503735,,,,,,,,,
AFRM,2025-05-29,GAP_UP,0.0312623274161734,0.0312623274161734,2-5%,3.488571428571428,52.285,50.7,BEARISH,50.88957142857142,False,53.27,51.4,52.06,30.0,155.0,,,,,0.0043033374772878325,,,,,,,,,
AFRM,2025-06-09,GAP_UP,0.0212098074149486,0.0212098074149486,2-5%,2.394285714285714,60.185,58.935,BEARISH,59.22728571428571,False,61.74,59.15,61.35,380.0,0.0,,,,,-0.01935698263686964,,,,,,,,,
AFRM,2025-06-24,GAP_UP,0.0475387456837708,0.0475387456837708,2-5%,2.6896428571428586,65.225,62.265,BEARISH,64.14914285714285,True,66.04,63.745,65.675,100.0,5.0,64.07,2025-06-24 09:30:00-04:00,0.0,-0.025051,-0.006899,0.030748,0.005073,True,0.00078,True,-0.007024,-0.002887,-0.014203,-0.025909
AFRM,2025-10-01,GAP_UP,0.0374931581828132,0.0374931581828132,2-5%,4.149285714285717,75.82,73.08,BEARISH,74.1602857142857,True,76.07,73.7,74.475,135.0,0.0,73.78,2025-10-01 09:45:00-04:00,15.0,-0.00942,0.017739,0.031038,0.0,True,0.005964,False,-0.013418,-0.02643,-0.026837,-0.027446
AFRM,2025-10-06,GAP_UP,0.0289990645463049,0.0289990645463049,2-5%,3.871428571428575,77.0,74.83,BEARISH,75.45142857142856,True,77.06,74.49,75.87,0.0,30.0,75.11,2025-10-06 09:30:00-04:00,0.0,-0.010118,0.014675,0.025962,0.008255,True,0.004127,False,0.005725,0.001465,-0.010784,-0.014645
AFRM,2025-10-13,GAP_UP,0.0260233506822337,0.0260233506822337,2-5%,3.802500000000002,72.94,71.09,BEARISH,71.419,False,73.9,71.76,73.14,210.0,5.0,,,,,-0.00274197970935019,,,,,,,,,
AFRM,2025-10-27,GAP_UP,0.0202917771883289,0.0202917771883289,2-5%,3.903571428571426,76.93,75.4,BEARISH,75.36857142857144,False,77.3,75.49,76.435,205.0,5.0,,,,,0.006434420902118868,,,,,,,,,
AFRM,2026-01-27,GAP_UP,0.034427542033627,0.034427542033627,2-5%,3.7578571428571417,71.06,68.695,BEARISH,69.55685714285714,True,71.06,68.01,68.755,0.0,270.0,69.31,2026-01-27 09:35:00-05:00,5.0,0.008008,0.032437,0.010532,0.018756,True,0.001587,False,0.006781,0.010244,0.013057,0.003751
AFRM,2026-02-03,GAP_UP,0.0411223996129657,0.0411223996129657,2-5%,3.587142857142858,64.56,62.01,BEARISH,63.12514285714286,True,64.56,59.69,61.68,0.0,225.0,61.665,2026-02-03 09:30:00-05:00,0.0,-0.000243,0.04461,0.046947,0.032028,True,0.009892,False,0.007865,0.00527,-0.009162,0.00073
AFRM,2026-02-06,GAP_UP,0.0217043829393454,0.0217043829393454,2-5%,3.657142857142858,60.725,59.435,BEARISH,59.262142857142855,True,61.005,55.35,57.075,0.0,360.0,58.82,2026-02-06 09:40:00-05:00,10.0,0.029667,0.060107,0.020401,0.058994,True,0.009266,False,0.039017,0.032557,0.030432,0.024991
AI,2024-01-24,GAP_UP,0.0272520817562452,0.0272520817562452,2-5%,1.366785714285714,27.14,26.42,BEARISH,26.593285714285717,True,27.18,25.38,25.44,0.0,290.0,26.51,2024-01-24 09:45:00-05:00,15.0,0.040362,0.062638,0.003961,0.042625,True,0.001886,False,0.016975,0.007922,0.010562,0.014334
AI,2024-02-06,GAP_UP,0.0286069651741292,0.0286069651741292,2-5%,1.272857142857143,24.81,24.12,BEARISH,24.30085714285714,False,26.2,24.55,26.02,255.0,0.0,,,,,-0.04877065699314796,,,,,,,,,
AI,2024-02-22,GAP_UP,0.034746086292478,0.034746086292478,2-5%,1.6967857142857146,27.1,26.19,BEARISH,26.421285714285716,True,27.1,26.385,26.64,0.0,75.0,26.385,2024-02-22 10:45:00-05:00,75.0,-0.009665,0.016974,0.018382,0.0,True,0.018382,False,-0.008528,-0.013076,-0.007391,-0.014213
AI,2024-03-06,GAP_UP,0.0492799999999999,0.0492799999999999,2-5%,2.470714285714286,32.79,31.25,BEARISH,31.801714285714283,False,33.31,31.99,32.46,235.0,50.0,,,,,0.010064043915827945,,,,,,,,,
AI,2024-07-26,GAP_UP,0.02946112250606,0.02946112250606,2-5%,1.329285714285714,27.605,26.815,BEARISH,27.073285714285714,True,27.93,26.97,27.73,295.0,60.0,26.98,2024-07-26 10:30:00-04:00,60.0,-0.027798,-0.004528,0.035211,0.000371,True,0.002965,True,-0.007413,-0.01149,-0.014085,-0.02298
AI,2024-08-15,GAP_UP,0.0215053763440859,0.0215053763440859,2-5%,1.193214285714285,25.65,25.11,BEARISH,25.172714285714285,False,25.93,25.45,25.65,80.0,0.0,,,,,0.0,,,,,,,,,
AI,2024-09-26,GAP_UP,0.0202646815550042,0.0202646815550042,2-5%,0.8600000000000002,24.67,24.18,BEARISH,24.326,True,24.71,23.97,24.36,0.0,90.0,24.19,2024-09-26 09:40:00-04:00,10.0,-0.007028,0.012566,0.016536,0.009095,True,0.016536,False,-0.007028,-0.011988,-0.004547,-0.000827
AI,2024-10-28,GAP_UP,0.024129746835443,0.024129746835443,2-5%,1.0803571428571426,25.89,25.28,BEARISH,25.457857142857144,False,26.5,25.85,26.36,385.0,0.0,,,,,-0.01815372730784082,,,,,,,,,
AI,2025-01-22,GAP_UP,0.0828258221680876,0.0828258221680876,8-12%,1.9210714285714277,35.56,32.84,BEARISH,34.79157142857143,True,35.56,33.41,33.61,0.0,370.0,34.49,2025-01-22 09:35:00-05:00,5.0,0.025515,0.054837,0.030444,0.031313,True,0.030444,False,-0.00116,0.005799,-0.020006,0.00232
AI,2025-03-12,GAP_UP,0.04302103250478,0.04302103250478,2-5%,1.6792857142857138,21.82,20.92,BEARISH,21.148285714285716,True,21.82,20.97,21.63,0.0,75.0,21.03,2025-03-12 10:40:00-04:00,70.0,-0.028531,0.008708,0.031384,0.002853,True,-0.002853,False,0.001427,-0.001902,-0.012839,-0.016881
AI,2025-06-06,GAP_UP,0.0232787532057605,0.0232787532057605,2-5%,1.7660714285714283,25.935,25.345,BEARISH,25.228571428571428,False,26.62,25.695,25.955,100.0,0.0,,,,,-0.0007711586658954916,,,,,,,,,
AI,2025-10-06,GAP_UP,0.0451343595095226,0.0451343595095226,2-5%,0.8264285714285714,20.03,19.165,BEARISH,19.699428571428573,True,20.22,19.13,19.67,265.0,30.0,19.49,2025-10-06 09:35:00-04:00,5.0,-0.009236,0.017973,0.037455,0.018471,True,0.004618,False,-0.001539,0.01334,0.005644,-0.000257
AI,2025-10-15,GAP_UP,0.0263435194942044,0.0263435194942044,2-5%,0.9121428571428574,19.48,18.98,BEARISH,19.115142857142857,True,19.79,18.67,19.29,40.0,225.0,19.065,2025-10-15 09:45:00-04:00,15.0,-0.011802,0.009754,0.038028,0.020719,True,0.038028,False,-0.027275,-0.033307,-0.021243,0.002885
AI,2026-01-28,GAP_UP,0.1127879269261318,0.1127879269261318,8-12%,0.6124999999999997,14.01,12.59,BEARISH,13.765,True,14.01,12.81,13.13,0.0,85.0,13.44,2026-01-28 09:30:00-05:00,0.0,0.023065,0.062812,0.042411,0.046875,True,0.00372,False,0.044643,0.034226,0.035714,0.027902
